Geneid	Chr	Start	End	Strand	Length	R5_Solid1_counts	T3_CS1_counts	350_Sco1_counts	T1_CS2_counts	T3_PS2_counts	T4_PS1_counts	T4_CS2_counts	T1_PS2_counts	T3_PS1_counts	T1_CS1_counts	T2_PS2_counts	350_Sco2_counts	T4_PS2_counts	T1_PS1_counts	T2_PS1_counts	T2_CS2_counts	CTT_Sco1_counts	T2_CS1_counts	T4_CS1_counts	CTT_Sco2_counts	T3_CS2_counts	R5_Solid2_counts
SCO7256	NC_003888.3	8067583	8069211	-	1629	259.0	331.0	10.0	33.0	295.0	253.0	231.0	5.0	250.0	21.0	134.0	13.0	298.0	212.0	147.0	65.0	13.0	64.0	469.0	22.0	238.0	292.0
SCO7257	NC_003888.3	8069445	8070155	+	711	127.0	63.0	2.0	64.0	37.0	83.0	96.0	28.0	41.0	57.0	28.0	2.0	65.0	416.0	50.0	12.0	18.0	15.0	153.0	26.0	105.0	160.0
SCO7258	NC_003888.3	8070209	8070691	-	483	86.0	328.0	29.0	73.0	255.0	131.0	198.0	23.0	336.0	19.0	189.0	26.0	180.0	122.0	144.0	68.0	46.0	60.0	337.0	33.0	292.0	117.0
SCO7259	NC_003888.3	8070834	8071790	+	957	26.0	18.0	4.0	21.0	13.0	6.0	16.0	11.0	28.0	12.0	22.0	3.0	12.0	85.0	31.0	3.0	1.0	7.0	8.0	9.0	56.0	36.0
SCO7260	NC_003888.3	8071808	8072074	-	267	61.0	104.0	9.0	12.0	94.0	80.0	97.0	1.0	137.0	1.0	36.0	6.0	90.0	43.0	37.0	20.0	4.0	15.0	196.0	0.0	75.0	137.0
SCO7261	NC_003888.3	8072214	8072654	-	441	163.0	492.0	72.0	72.0	443.0	265.0	352.0	13.0	589.0	55.0	572.0	63.0	284.0	92.0	375.0	179.0	47.0	158.0	552.0	34.0	407.0	193.0
SCO7262	NC_003888.3	8072945	8073106	+	162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	31.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO7263	NC_003888.3	8073282	8074169	+	888	93.0	880.5	34.5	29.5	1008.5	667.0	503.5	18.5	1099.0	16.0	580.0	13.0	830.0	110.5	607.0	363.0	31.0	298.0	729.0	37.0	398.5	100.0
SCO7264	NC_003888.3	8074183	8075097	+	915	15.0	171.5	1.5	14.5	113.5	89.0	53.5	9.5	135.0	8.0	62.0	4.0	93.0	81.5	99.0	25.0	5.0	37.0	133.0	9.0	87.5	26.0
SCO7265	NC_003888.3	8075478	8076074	-	597	663.5	247.5	202.5	292.5	203.5	246.5	211.0	81.5	189.0	94.0	132.0	130.5	199.0	234.5	195.0	135.5	171.5	176.0	316.5	142.5	198.0	863.5
SCO7266	NC_003888.3	8076074	8076808	-	735	179.5	158.5	36.5	188.5	186.5	131.5	167.0	42.5	224.0	55.0	202.0	29.5	132.0	163.5	171.0	139.5	88.5	107.0	332.5	75.5	153.0	208.5
SCO7267	NC_003888.3	8077041	8077433	+	393	33.0	68.5	1.5	15.5	77.5	57.0	32.0	7.0	121.0	11.0	40.0	14.0	91.0	64.5	35.5	14.5	8.0	18.5	77.0	4.5	66.0	43.5
SCO7268	NC_003888.3	8077471	8078547	+	1077	32.0	37.5	26.5	38.5	46.5	40.0	17.0	2.0	48.0	8.0	41.0	30.0	30.0	108.5	39.5	31.5	32.0	29.5	44.0	41.5	50.0	45.5
SCO7269	NC_003888.3	8078535	8079047	-	513	462.0	600.5	39.5	751.0	776.0	590.5	381.5	212.0	823.0	290.0	664.0	27.0	550.5	724.0	711.5	416.0	181.0	477.5	663.0	188.5	637.0	576.5
SCO7270	NC_003888.3	8079091	8079972	-	882	53.0	458.5	28.5	40.0	342.0	303.5	375.5	6.0	360.0	22.0	178.0	34.0	344.5	170.0	110.5	83.0	44.0	54.5	609.0	46.5	438.0	64.5
SCO7271	NC_003888.3	8080134	8081090	+	957	192.0	547.0	49.0	268.0	550.0	499.0	512.0	90.0	571.0	113.0	397.0	61.0	493.0	309.0	303.0	242.0	118.0	206.0	731.0	92.0	405.0	241.0
SCO7272	NC_003888.3	8081178	8081558	-	381	28.0	155.0	15.0	16.0	124.0	100.0	111.0	6.0	125.0	2.0	75.0	15.0	128.0	48.0	71.0	28.0	17.0	30.0	163.0	27.0	120.0	28.0
SCO7273	NC_003888.3	8081893	8082300	+	408	268.0	172.0	61.0	15.0	71.0	111.0	127.0	5.0	73.0	10.0	77.0	40.0	119.0	54.0	106.0	95.0	38.0	90.0	135.0	41.0	75.0	333.0
SCO7274	NC_003888.3	8082332	8083531	-	1200	46.0	20.0	1.0	2.0	9.0	4.0	37.0	0.0	17.0	0.0	28.0	0.0	15.0	169.0	29.0	8.0	3.0	4.0	12.0	2.0	94.0	52.0
SCO7275	NC_003888.3	8083753	8084169	-	417	31.0	25.5	1.5	4.0	10.0	11.0	21.5	0.0	10.5	1.0	21.0	2.0	17.5	35.0	21.5	0.5	0.5	4.5	28.0	1.0	31.0	39.0
SCO7276	NC_003888.3	8084169	8084750	-	582	120.0	26.5	10.5	11.0	38.0	16.0	28.5	5.0	23.5	3.0	45.0	17.0	31.5	51.0	43.5	15.5	11.5	7.5	47.0	8.0	32.0	152.0
SCO7277	NC_003888.3	8084920	8085372	+	453	1474.0	486.0	122.0	255.0	730.0	587.0	357.0	54.0	807.0	105.0	596.0	109.0	694.0	214.0	507.0	261.0	281.0	248.0	664.0	247.0	470.0	1920.0
SCO7278	NC_003888.3	8085403	8086287	-	885	2143.0	2379.0	111.0	558.0	1935.0	1329.0	1531.0	182.0	2216.0	358.0	1675.0	106.0	1520.0	667.0	1383.0	1103.0	186.0	1104.0	2704.0	201.0	1677.0	2588.0
SCO7279	NC_003888.3	8086495	8086965	+	471	74.0	304.0	6.0	70.0	138.0	83.0	171.0	16.0	144.0	23.0	71.0	5.0	104.0	184.0	68.0	60.0	7.0	62.0	266.0	9.0	534.0	73.0
SCO7280	NC_003888.3	8087023	8087622	-	600	128.5	98.0	6.0	37.0	110.5	115.0	59.0	17.5	86.0	13.0	60.5	2.0	99.0	77.5	60.5	44.5	18.0	50.0	165.5	9.5	116.0	85.5
SCO7281	NC_003888.3	8087627	8088277	-	651	105.5	96.0	5.0	31.0	104.5	112.0	101.0	11.5	102.0	31.0	84.5	6.0	116.0	84.5	62.5	73.5	13.0	51.0	108.5	12.5	105.0	71.5
SCO7282	NC_003888.3	8088496	8088975	+	480	27.0	25.0	4.0	10.0	39.0	37.0	16.0	2.0	32.0	3.0	23.0	1.0	20.0	9.0	28.0	16.0	2.0	15.0	32.0	1.0	28.0	12.0
SCO7283	NC_003888.3	8089106	8089900	+	795	13.0	100.5	4.0	32.5	115.5	125.5	96.5	20.5	123.5	20.5	66.0	5.5	134.5	107.0	54.5	37.0	9.5	43.0	93.0	8.5	73.0	15.0
SCO7284	NC_003888.3	8089935	8090639	+	705	225.0	218.5	42.0	371.5	248.5	228.5	200.5	93.5	249.5	124.5	214.0	46.5	210.5	590.0	177.5	112.0	86.5	116.0	330.0	92.5	298.0	320.0
SCO7285	NC_003888.3	8090745	8092007	+	1263	228.0	22.0	19.0	33.0	34.0	14.0	56.0	22.0	20.0	20.0	29.5	26.0	25.0	208.5	37.0	6.0	25.0	6.0	27.0	35.0	40.5	272.0
SCO7286	NC_003888.3	8092023	8093003	+	981	384.0	1050.0	296.0	1273.0	1524.0	1199.0	1222.0	432.0	1476.0	547.0	867.5	277.0	1104.0	1700.5	564.0	423.0	671.0	339.0	1880.0	714.0	961.5	516.0
SCO7287	NC_003888.3	8093037	8093387	-	351	14.0	17.0	1.0	3.0	9.0	8.0	16.0	0.0	10.0	2.0	19.0	3.0	9.0	56.0	4.0	3.0	0.0	2.0	19.0	0.0	22.0	24.0
SCO7288	NC_003888.3	8093542	8094042	+	501	164.0	20.0	15.0	49.0	29.0	19.0	31.0	21.0	29.0	25.0	57.0	9.0	36.0	105.0	52.0	31.0	46.0	20.0	49.0	39.0	35.0	238.0
SCO7289	NC_003888.3	8094137	8094562	-	426	111.0	18.0	2.0	3.0	9.0	11.0	22.0	0.0	10.0	3.0	12.5	8.0	16.0	29.0	23.0	6.0	1.0	0.0	2.0	3.0	48.0	145.5
SCO7290	NC_003888.3	8094659	8095633	-	975	354.5	29.0	12.5	34.0	63.0	40.5	47.0	12.0	55.0	17.0	79.5	15.0	67.0	77.5	54.5	29.0	9.5	29.0	44.0	18.0	67.0	338.5
SCO7291	NC_003888.3	8095693	8097306	-	1614	328.5	181.0	15.5	48.0	162.0	150.5	166.0	22.0	142.0	25.0	79.0	17.0	168.0	240.5	83.5	62.0	49.5	53.0	257.0	34.0	224.0	391.0
SCO7292	NC_003888.3	8097457	8098413	-	957	147.0	711.5	19.5	266.5	553.0	428.5	474.0	82.0	601.5	89.0	294.0	17.5	426.0	367.0	300.0	211.0	66.0	203.0	842.5	63.5	596.0	231.5
SCO7293	NC_003888.3	8098442	8099116	-	675	563.5	808.0	55.0	503.5	678.0	529.0	574.5	181.5	726.0	160.5	595.0	42.5	500.5	226.0	622.0	471.5	203.5	505.0	770.5	181.5	698.0	704.5
SCO7294	NC_003888.3	8099131	8100432	-	1302	188.0	999.5	28.5	120.0	920.5	820.5	517.0	76.5	1150.5	47.5	428.0	28.0	901.5	533.5	491.0	170.0	109.5	180.0	1036.0	156.0	917.0	230.0
SCO7295	NC_003888.3	8100527	8103490	-	2964	136.0	949.0	37.0	128.5	789.0	745.0	858.0	36.0	874.5	41.0	172.5	28.0	728.5	756.5	180.0	115.5	27.5	97.0	1268.0	42.0	919.0	174.0
SCO7296	NC_003888.3	8103560	8103910	-	351	99.5	475.5	17.5	124.0	441.0	261.0	282.5	29.0	536.5	48.0	225.5	42.5	310.0	241.0	128.0	113.0	39.5	142.5	441.5	55.0	360.0	120.0
SCO7297	NC_003888.3	8103910	8105400	-	1491	395.0	1233.5	116.5	410.5	1207.5	783.0	763.5	144.0	1293.5	156.0	864.5	160.5	787.0	564.0	657.5	434.0	237.0	468.5	1085.5	242.0	920.5	488.0
SCO7298	NC_003888.3	8105400	8107073	-	1674	227.0	1116.0	31.0	233.0	979.0	731.0	896.5	85.0	1204.5	110.0	435.5	34.0	641.5	627.0	353.5	223.0	59.0	211.0	1187.0	60.0	872.5	259.0
SCO7299	NC_003888.3	8107218	8108153	+	936	59.0	264.0	23.0	60.0	286.0	244.0	387.0	11.0	333.0	18.0	78.0	25.0	275.0	340.0	74.0	67.0	29.0	28.0	569.0	27.0	364.0	79.0
SCO7300	NC_003888.3	8108176	8109405	-	1230	132.5	535.5	53.0	288.0	681.5	531.0	384.0	88.5	681.0	117.0	416.0	48.0	509.0	523.0	334.0	193.5	88.5	223.5	848.0	101.5	459.0	220.5
SCO7301	NC_003888.3	8109418	8110161	-	744	61.5	209.0	67.5	157.0	371.5	322.0	323.5	60.5	326.5	73.0	120.5	68.5	354.0	341.5	107.0	97.5	110.5	58.5	535.5	112.5	375.0	126.5
SCO7302	NC_003888.3	8110243	8110872	-	630	10.0	90.5	25.5	5.0	53.0	46.0	88.5	0.0	77.5	1.0	12.5	13.5	35.0	57.5	18.0	3.0	0.0	6.0	122.5	3.0	97.0	0.0
SCO7303	NC_003888.3	8111066	8111644	+	579	66.5	89.0	15.0	40.0	80.0	123.5	54.0	18.0	105.0	24.5	63.5	12.0	88.5	128.0	82.5	60.0	36.5	43.5	116.0	35.0	94.0	95.5
SCO7304	NC_003888.3	8111687	8113357	+	1671	151.5	259.0	36.0	169.0	252.0	331.5	280.0	37.0	277.0	40.5	303.5	37.0	357.5	314.0	304.5	183.0	100.5	159.5	405.0	107.0	223.0	218.5
SCO7305	NC_003888.3	8113397	8113747	-	351	9.0	50.0	2.0	8.0	21.0	27.0	51.5	1.0	26.5	0.0	17.0	5.0	24.5	39.0	16.0	13.0	1.0	8.0	70.0	3.0	54.0	13.0
SCO7306	NC_003888.3	8113812	8114060	-	249	37.0	22.0	0.0	13.0	26.0	20.0	21.5	4.0	37.5	7.0	19.0	1.0	42.5	25.0	23.0	13.0	8.0	24.0	37.0	1.0	28.0	45.0
SCO7307	NC_003888.3	8114188	8115087	-	900	25.0	82.0	0.0	23.0	75.0	47.0	69.0	1.0	56.0	13.0	48.0	1.0	46.0	178.0	49.0	29.0	5.0	15.0	199.0	11.0	130.0	34.0
SCO7308	NC_003888.3	8115165	8115776	+	612	2.5	6.0	0.0	0.0	2.0	3.0	15.0	0.0	0.0	0.0	6.0	0.0	1.0	57.0	8.0	0.0	1.0	0.0	1.0	0.5	15.0	6.0
SCO7309	NC_003888.3	8115853	8117184	+	1332	15.5	30.0	6.0	16.0	23.0	18.0	18.0	3.0	12.0	5.0	32.0	10.0	20.0	122.0	35.0	2.0	6.0	5.0	32.0	9.5	70.0	32.0
SCO7310	NC_003888.3	8117198	8117650	-	453	169.0	57.0	3.0	26.0	38.0	38.0	31.0	10.0	42.0	3.0	82.0	2.0	31.0	47.0	64.0	26.0	4.0	37.0	40.0	4.0	22.0	169.0
SCO7311	NC_003888.3	8118008	8119483	-	1476	163.5	28.5	8.0	8.5	10.5	19.5	11.0	2.0	17.5	5.0	62.0	8.0	28.0	119.5	43.0	6.0	7.0	8.0	27.0	9.0	61.0	232.5
SCO7312	NC_003888.3	8119516	8119746	-	231	4.5	2.5	0.0	0.5	3.5	6.5	0.0	0.0	1.5	0.0	12.0	2.0	10.0	31.5	9.0	0.0	0.0	0.0	6.0	0.0	4.0	8.5
SCO7313	NC_003888.3	8119902	8120345	+	444	11.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	7.0	2.0	2.0	53.0	5.0	0.0	0.0	0.0	4.0	0.0	25.0	3.0
SCO7314	NC_003888.3	8120541	8121437	+	897	850.0	10.0	38.0	19.0	15.0	16.0	14.0	5.0	19.0	7.0	44.5	50.0	8.0	72.0	46.0	6.0	24.5	1.0	43.0	42.0	52.0	960.5
SCO7315	NC_003888.3	8121460	8121696	+	237	35.5	0.0	0.0	0.0	4.0	2.0	3.0	0.0	0.0	0.0	6.5	0.0	2.0	25.5	7.0	0.0	2.5	0.0	0.0	0.0	20.5	44.5
SCO7316	NC_003888.3	8121760	8122599	+	840	46.0	4.0	1.5	4.5	7.0	5.0	14.5	2.0	15.5	3.0	9.5	2.5	8.5	88.0	17.0	3.5	0.0	2.0	6.0	0.5	29.5	83.0
SCO7317	NC_003888.3	8122631	8123062	+	432	515.5	30.0	28.5	13.5	25.0	7.0	19.5	2.0	17.5	11.0	41.5	28.5	36.5	41.5	26.0	14.5	16.0	13.0	37.0	17.5	24.0	659.0
SCO7318	NC_003888.3	8123092	8125347	-	2256	253.0	239.0	33.0	51.0	272.0	197.0	174.0	33.0	328.0	19.0	133.0	33.0	214.0	304.0	132.0	73.0	40.0	73.0	257.0	46.0	245.0	390.0
SCO7319	NC_003888.3	8125473	8126915	-	1443	1042.0	1325.0	45.0	282.0	1086.0	1047.0	798.0	95.0	1203.0	128.0	793.0	45.0	1143.0	572.0	712.0	575.0	161.0	474.0	1231.0	149.0	1013.0	1176.0
SCO7320	NC_003888.3	8127058	8128797	-	1740	163.0	306.5	39.0	123.5	271.0	344.5	404.0	39.0	264.5	58.5	127.5	39.5	360.0	447.5	110.5	100.5	90.0	72.0	668.0	109.5	338.5	240.0
SCO7321	NC_003888.3	8128797	8129858	-	1062	49.5	512.5	16.0	95.5	399.0	563.5	665.5	31.5	452.5	67.5	111.0	18.0	540.0	744.0	133.0	58.5	34.5	45.5	1188.0	40.5	649.0	77.0
SCO7322	NC_003888.3	8129861	8130298	-	438	139.0	148.5	31.0	210.0	274.0	352.5	230.0	70.0	242.0	64.0	187.5	34.0	315.0	281.0	178.0	177.5	90.5	115.0	399.5	80.5	142.0	242.5
SCO7323	NC_003888.3	8130301	8130729	-	429	160.0	263.5	26.5	277.0	271.0	309.0	288.0	96.0	231.0	92.5	212.0	24.0	282.5	304.0	241.0	116.5	61.0	138.5	463.0	42.0	163.5	240.0
SCO7324	NC_003888.3	8130729	8131625	-	897	657.5	688.0	71.5	606.0	818.0	849.5	876.5	213.5	954.0	233.5	556.0	83.5	859.5	754.5	645.5	309.0	161.0	421.0	1407.5	186.5	810.0	928.5
SCO7325	NC_003888.3	8131789	8132178	-	390	1126.0	348.0	22.0	119.0	383.0	208.0	173.0	31.0	353.0	53.0	227.0	17.0	206.0	139.0	282.0	128.0	45.0	174.0	318.0	28.0	300.0	1612.0
SCO7326	NC_003888.3	8132299	8134770	-	2472	275.5	109.5	40.0	123.0	98.5	119.5	157.5	54.5	74.5	38.5	111.0	41.5	102.5	403.0	142.0	50.5	105.5	38.0	270.5	104.5	192.5	393.0
SCO7327	NC_003888.3	8134770	8138762	-	3993	933.5	543.5	101.0	664.0	622.5	697.5	611.5	219.5	584.5	323.5	506.0	101.5	770.5	1051.0	587.0	297.5	362.5	287.0	1250.5	402.5	551.5	1147.0
SCO7328	NC_003888.3	8139036	8139467	-	432	224.0	286.0	10.0	35.0	282.0	294.0	186.0	22.0	360.0	10.0	138.0	10.0	369.0	112.0	148.0	196.0	70.0	133.0	235.0	59.0	190.0	259.0
SCO7329	NC_003888.3	8139606	8141513	-	1908	464.0	1443.0	29.0	216.0	1097.0	1375.0	1129.0	76.0	1197.0	133.0	951.0	21.0	1469.0	519.0	735.0	707.0	229.0	445.0	1427.0	234.0	926.0	460.0
SCO7330	NC_003888.3	8141668	8141901	+	234	11.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	9.0	2.0	1.0	30.0	9.0	3.0	1.0	1.0	16.0	1.0	12.0	18.0
SCO7331	NC_003888.3	8141933	8143021	-	1089	341.5	60.5	9.0	15.0	52.0	62.0	84.0	9.0	49.0	2.0	60.5	8.0	66.5	116.0	42.5	29.0	17.0	17.0	116.5	18.5	97.0	410.5
SCO7332	NC_003888.3	8143097	8145319	-	2223	938.0	419.0	6.0	94.0	235.5	271.5	577.0	24.5	242.0	29.5	187.5	6.0	331.0	192.5	198.5	128.5	27.5	120.0	749.0	36.5	341.5	1135.0
SCO7333	NC_003888.3	8145326	8146684	-	1359	285.0	106.5	0.5	7.0	74.5	85.0	125.5	3.0	76.0	7.0	50.5	5.0	109.5	156.0	46.0	18.5	10.5	7.0	227.5	9.0	129.5	296.5
SCO7334	NC_003888.3	8146716	8148431	-	1716	1376.5	284.5	13.5	52.0	199.0	199.5	209.0	21.0	239.5	38.5	134.0	9.5	245.0	187.0	157.5	100.5	55.0	77.5	337.0	47.0	144.0	1425.0
SCO7335	NC_003888.3	8148431	8150437	-	2007	990.5	415.0	41.0	41.5	292.0	321.5	269.0	27.5	312.0	40.5	179.0	73.5	322.5	187.0	180.0	137.0	104.5	85.0	432.5	93.0	290.5	1102.5
SCO7336	NC_003888.3	8150502	8150771	-	270	896.5	43.0	3.0	2.0	34.0	38.0	31.5	3.5	40.5	1.0	26.0	2.0	35.5	14.5	34.5	18.0	6.5	14.5	92.5	9.0	31.0	753.5
SCO7337	NC_003888.3	8151064	8151576	+	513	1133.5	176.0	5.0	34.0	136.0	142.0	159.0	11.0	179.5	21.0	145.0	2.0	154.5	72.0	143.0	100.0	13.0	69.5	256.5	10.0	149.5	1049.5
SCO7338	NC_003888.3	8151576	8153720	+	2145	908.5	700.0	7.0	63.0	567.0	373.0	377.0	27.0	562.5	29.0	392.0	7.0	447.5	209.0	284.0	188.0	36.0	163.5	688.5	28.0	391.5	982.5
SCO7339	NC_003888.3	8153729	8154562	-	834	190.0	216.0	23.0	57.0	163.0	169.0	167.0	36.0	167.0	45.0	129.0	10.0	204.0	189.0	137.0	78.0	44.0	60.0	263.0	35.0	175.0	226.0
SCO7340	NC_003888.3	8154652	8155014	+	363	108.0	16.0	0.0	11.0	12.0	3.0	12.0	2.0	19.0	3.0	29.0	1.0	11.0	16.0	35.0	9.0	2.0	15.0	40.0	9.0	14.0	95.0
SCO7341	NC_003888.3	8154968	8155756	-	789	148.0	117.0	2.0	4.0	57.0	42.0	52.0	0.0	57.0	0.0	48.0	1.0	34.0	60.0	40.0	28.0	3.0	19.0	85.0	7.0	68.0	133.0
SCO7342	NC_003888.3	8156060	8156581	+	522	250.0	3062.0	37.0	486.0	2518.0	2035.0	2089.0	120.0	2416.0	199.0	484.0	45.0	1910.0	588.0	414.0	420.0	86.0	330.0	3085.0	158.0	3194.0	249.0
SCO7343	NC_003888.3	8156607	8157545	-	939	377.5	889.5	40.0	293.0	639.0	787.5	695.0	107.0	572.0	101.0	349.5	29.0	816.0	683.5	388.0	232.5	120.0	219.0	1167.0	122.5	559.5	416.5
SCO7344	NC_003888.3	8157616	8158389	-	774	106.5	202.5	6.0	19.0	264.0	146.5	48.0	8.0	319.0	11.0	155.5	6.0	216.0	89.5	125.0	105.5	23.0	76.0	150.0	19.5	199.5	195.5
SCO7345	NC_003888.3	8158534	8159511	-	978	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	94.5	15.0	0.0	0.0	0.0	6.0	0.0	30.0	26.0
SCO7346	NC_003888.3	8159611	8161062	-	1452	217.0	8.0	1.0	3.0	6.0	10.0	2.0	1.0	11.0	3.0	34.0	3.0	4.0	87.5	29.0	5.0	3.0	1.0	19.0	2.0	42.0	169.0
SCO7347	NC_003888.3	8161299	8161961	+	663	261.0	317.0	58.0	120.0	484.0	426.0	337.0	41.0	484.0	55.0	256.0	52.0	464.0	201.0	190.0	111.0	70.0	90.0	611.0	73.0	290.0	207.0
SCO7348	NC_003888.3	8162205	8162315	-	111	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCO7349	NC_003888.3	8162396	8162506	-	111	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SCO7350	NC_003888.3	8162601	8163794	-	1194	3.0	6.0	1.0	0.0	3.0	7.0	1.0	1.0	6.0	0.0	20.0	0.0	11.0	127.0	16.0	2.0	0.0	0.0	5.0	1.0	57.0	6.0
SCO7351	NC_003888.3	8163849	8164715	+	867	75.5	101.0	9.0	27.0	139.5	207.0	100.0	11.0	126.5	9.0	67.0	9.0	137.5	147.0	66.5	25.0	30.0	27.5	213.0	17.5	133.0	56.5
SCO7352	NC_003888.3	8164751	8165128	+	378	35.0	56.5	16.0	19.0	112.5	101.0	95.5	11.0	100.0	27.5	57.5	10.0	82.0	112.0	52.5	28.5	64.5	21.0	154.5	81.0	82.0	40.5
SCO7353	NC_003888.3	8165128	8165592	+	465	31.0	252.5	9.0	79.5	331.0	398.5	179.0	28.0	319.5	47.5	132.0	18.0	326.0	238.0	100.0	77.5	46.0	52.5	366.0	62.0	248.0	36.5
SCO7354	NC_003888.3	8165621	8168026	+	2406	129.5	204.0	16.0	34.5	265.0	229.5	161.5	13.0	278.0	18.0	225.5	9.0	228.5	268.0	219.0	76.0	23.5	43.0	322.5	44.5	333.0	118.5
SCO7355	NC_003888.3	8168065	8168703	-	639	68.0	241.5	9.5	71.0	255.5	252.0	243.0	14.0	285.0	48.5	108.5	6.5	218.0	127.5	78.0	67.5	33.0	55.5	407.0	26.5	204.5	88.0
SCO7356	NC_003888.3	8168763	8169590	-	828	164.0	415.5	33.5	158.0	423.5	365.0	387.0	82.0	490.0	85.5	401.5	44.5	314.0	221.5	296.0	204.5	81.0	192.5	626.0	73.5	420.5	263.0
SCO7357	NC_003888.3	8169703	8170686	+	984	47.0	305.0	10.0	114.0	281.0	283.0	322.0	31.0	281.0	78.0	144.0	7.0	300.0	251.0	159.0	100.0	21.0	75.0	316.0	32.0	272.0	71.0
SCO7358	NC_003888.3	8170723	8172222	-	1500	133.0	198.0	98.0	370.0	272.0	281.0	181.5	222.0	177.0	207.0	164.0	105.0	266.0	797.5	324.0	75.0	125.0	111.0	396.0	143.0	221.0	226.0
SCO7359	NC_003888.3	8172317	8173069	-	753	94.5	480.0	21.0	192.5	398.0	332.5	362.0	53.0	443.0	50.0	165.5	21.0	369.5	304.5	142.0	98.0	42.5	77.5	522.0	53.5	335.5	103.5
SCO7360	NC_003888.3	8173122	8173721	-	600	340.5	571.0	80.0	325.5	606.0	447.5	449.5	108.0	657.0	107.0	522.5	73.0	569.5	369.0	388.0	262.0	148.5	189.5	652.0	158.5	453.5	326.5
SCO7361	NC_003888.3	8173887	8175413	+	1527	85.0	350.0	10.0	42.0	346.0	307.0	220.0	17.0	366.0	24.0	213.0	15.0	271.0	268.0	171.0	105.0	15.0	68.0	446.0	22.0	446.0	107.0
SCO7362	NC_003888.3	8175574	8176611	-	1038	57.0	160.5	12.5	117.5	93.0	98.5	136.0	19.5	142.5	48.0	82.0	11.5	99.0	212.5	115.5	40.5	58.0	41.0	226.0	91.5	121.0	59.5
SCO7363	NC_003888.3	8176683	8177471	-	789	31.5	34.5	8.5	39.5	18.5	19.0	34.5	11.5	22.5	27.5	41.0	13.5	21.0	127.0	32.0	22.0	54.5	10.5	69.5	75.5	40.5	23.5
SCO7364	NC_003888.3	8177485	8178186	-	702	12.5	66.0	2.0	29.0	51.5	47.5	29.5	3.0	69.0	14.5	30.0	5.0	46.0	158.5	38.5	24.5	8.5	10.5	101.5	17.0	117.5	15.0
SCO7365	NC_003888.3	8178292	8178612	+	321	22.0	6.0	0.0	5.0	11.0	5.0	2.0	1.0	21.0	0.0	5.0	0.0	11.0	43.0	10.0	5.0	2.0	4.0	3.0	1.0	17.0	27.0
SCO7366	NC_003888.3	8178701	8179465	+	765	260.0	431.0	95.0	291.0	326.0	280.0	435.0	77.0	322.0	106.0	195.0	103.0	272.0	355.0	200.0	192.0	90.0	126.0	542.0	90.0	407.0	289.0
SCO7367	NC_003888.3	8179505	8180842	-	1338	35.0	69.0	1.0	22.0	52.0	52.0	61.0	3.0	32.0	4.0	37.0	5.0	54.0	172.0	38.0	23.0	10.0	7.0	91.0	12.0	74.0	39.0
SCO7368	NC_003888.3	8181049	8181609	+	561	5.0	104.0	1.0	5.0	88.0	64.0	41.0	0.0	76.0	5.0	14.0	0.0	72.0	95.0	22.0	12.0	1.0	3.0	83.0	2.0	140.0	5.0
SCO7369	NC_003888.3	8181663	8182973	-	1311	18.0	31.0	5.0	2.0	60.0	62.0	47.0	0.0	57.0	2.0	44.0	12.0	44.0	126.0	42.0	7.0	6.0	7.0	128.0	7.0	79.0	24.0
SCO7370	NC_003888.3	8183344	8184381	+	1038	36.0	32.0	5.0	10.0	40.0	47.0	26.0	4.0	54.0	4.0	47.0	5.0	59.0	145.0	42.0	17.0	4.0	10.0	75.0	5.0	82.0	60.0
SCO7371	NC_003888.3	8184511	8185071	-	561	534.5	135.0	17.0	54.5	179.5	164.0	102.0	18.0	140.0	23.5	187.5	18.0	174.5	71.0	263.5	79.5	32.0	73.0	224.5	31.0	91.5	674.0
SCO7372	NC_003888.3	8185155	8185685	-	531	25.5	48.0	1.0	10.5	44.5	40.0	69.0	0.0	53.0	6.5	10.5	0.0	27.5	94.0	10.5	7.5	0.0	6.0	124.5	1.0	41.5	35.0
SCO7373	NC_003888.3	8185844	8186332	-	489	10.5	11.5	1.0	0.0	13.0	6.0	11.0	0.0	10.0	0.0	3.5	0.0	4.0	41.0	7.0	6.0	1.5	0.0	18.0	0.0	19.0	19.0
SCO7374	NC_003888.3	8186332	8188821	-	2490	134.5	38.5	8.0	10.0	42.0	36.0	49.0	5.0	41.0	3.0	99.5	5.0	26.0	161.0	72.0	20.0	13.5	10.0	34.0	4.0	79.0	172.0
